Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3261.918501526316
ACCEGCATKHNRXUHW,1949.9322630421057
NKCE6GJ5XVJDXNNZ,11810.125082905268
NKCEB8BK3ZXDHDHM,9368.910953147364
TOPEFDXSAHRNPF94,5533.055919263156
ACCE558KZHEPZYMG,9427.45915913684
ACCEAZCVAMFHDPY7,5251.435629747369
NKCDYNY37JPBGBVM,2576.2696227157885
NKCEY8KWY33FCUYD,7611.861932021051
RNGE4YPTQYRECV9J,4234.243453652629
NKCE88AHBHJZREXH,3873.7999322947385
CLTEJ5ZZGBP4JGGE,7984.662258810526
WATE3NWH5FZWAMDA,8173.282601452631
CAGE53FSFZVFPFHQ,1636.5664308736837
PCSEAKVBFFPGCHNZ,3819.9292291684237
WATDFFH3KJYBTYGG,7220.251335957899
NKCDWHFQSCHHYZMP,2729.1009215473673
RNGEB2PG3Q5RKDW6,3002.1916329473675
NKCE5UY9HHPZGGUZ,4474.853605778945
KTAEHETW3ZCMFMJR,4147.8223811157895
BRAEBBYRVF9MHJHU,7779.226173663158
NKCEAX7HAQ2RJA3Q,10203.093061642105
CRTECN2RQZWBSP9W,4994.024311526316
WATDEWZ9UHSEHGZG,9326.3822117579
PTPEYW8HNV6G9YYR,2842.963194273685
ACCEAMGZRRYVAHDC,4954.001258842103
SRTEHHXG8MUXTGPA,5952.540202315788
SKIE4S4NN4MHYM3Z,5150.232415242106
HMBE7G34YHWPWKYN,7131.641590821052
LLIEGTMFJBD7ZZZM,13791.637990210531
ACCEJGH6JVTM4CBH,845.39053878
ACCDQDYBXJ9HZF37,10070.075313536834
RNGE88FRGZCXNKUG,653.807671869474
NKCE7M3QNNPZDXHQ,10360.11554209473
VLBEGFFDP9H6WG2T,3283.1605884736846
TOPEAFG4YEQSH5TT,2425.8792323368425
WATEYAP3K2QQQWDH,5269.133623210522
PCSEBDFUFJWGARNX,10680.526214484215
SWTEGXQFZY95SKG7,4768.858882263159
BRAEGJFXSM9ZQ6SK,6983.087016547366
CAGE6FYKP34GA4GF,7446.523409610529
HMBEJCMH78VJF3M8,4402.074630536844
HIFEB7J3GSTVN5XJ,10564.803265968418
PBXE6ZHNGZREWWHR,4716.5062323473685
PCSEAKVBNXFGZBKB,6793.2388361789535
BRAEBBMQQNZ9RZWR,5774.089792200001
ACCEGKFCXHZZH44S,739.8515752847367
SHODXQRRGKZ74U9M,4309.770875652631
DREE2Y6DVEKVVQQS,4479.744334999997
PBXE8ZHHG5Y525BT,6883.24215890527
CTTEH9FXZHGFKUA3,7952.355434884215
