Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3243.285824785715
ACCEGCATKHNRXUHW,1959.8424894571424
NKCE6GJ5XVJDXNNZ,11697.696957171429
NKCEB8BK3ZXDHDHM,9319.757645914286
TOPEFDXSAHRNPF94,5508.267499514288
ACCE558KZHEPZYMG,9411.107401014284
ACCEAZCVAMFHDPY7,5258.129824871428
NKCDYNY37JPBGBVM,2583.5614729571425
NKCEY8KWY33FCUYD,7616.0682433285665
RNGE4YPTQYRECV9J,4396.204642514284
NKCE88AHBHJZREXH,3869.405777042857
CLTEJ5ZZGBP4JGGE,7972.018363342853
WATE3NWH5FZWAMDA,8188.35265435714
CAGE53FSFZVFPFHQ,1630.4850988142862
PCSEAKVBFFPGCHNZ,3805.878601871429
WATDFFH3KJYBTYGG,7209.882426614285
NKCDWHFQSCHHYZMP,2757.431637242856
RNGEB2PG3Q5RKDW6,3224.5855761000007
NKCE5UY9HHPZGGUZ,4473.615405928572
KTAEHETW3ZCMFMJR,4129.465284385717
BRAEBBYRVF9MHJHU,7767.452974757148
NKCEAX7HAQ2RJA3Q,10210.441525114287
CRTECN2RQZWBSP9W,5005.948938342857
WATDEWZ9UHSEHGZG,9302.902482385718
PTPEYW8HNV6G9YYR,2833.751387771428
ACCEAMGZRRYVAHDC,4994.142353257143
SRTEHHXG8MUXTGPA,5948.058967071429
SKIE4S4NN4MHYM3Z,5123.818100985712
HMBE7G34YHWPWKYN,7086.400237014286
LLIEGTMFJBD7ZZZM,13826.801266671428
ACCEJGH6JVTM4CBH,840.6691439721429
ACCDQDYBXJ9HZF37,10076.06989508571
RNGE88FRGZCXNKUG,654.4786492478572
NKCE7M3QNNPZDXHQ,10279.72198025714
VLBEGFFDP9H6WG2T,3224.7702458571425
TOPEAFG4YEQSH5TT,2441.395331057142
WATEYAP3K2QQQWDH,5236.75439405714
PCSEBDFUFJWGARNX,10696.465693571425
SWTEGXQFZY95SKG7,4730.732387457145
BRAEGJFXSM9ZQ6SK,6966.061432571427
CAGE6FYKP34GA4GF,7506.268513357142
HMBEJCMH78VJF3M8,4406.197510171427
HIFEB7J3GSTVN5XJ,10626.589091928568
PBXE6ZHNGZREWWHR,4761.899020842858
PCSEAKVBNXFGZBKB,6769.707098357142
BRAEBBMQQNZ9RZWR,5786.497594471428
ACCEGKFCXHZZH44S,744.1857970221427
SHODXQRRGKZ74U9M,4297.281366671427
DREE2Y6DVEKVVQQS,4496.258591842857
PBXE8ZHHG5Y525BT,6898.983863800002
CTTEH9FXZHGFKUA3,7972.5722542999965
ACCDXFZXGQTBTM6N,3565.1380687714277
NKCE9PFF3TT4KSQJ,7907.338402585712
BRAE6NZAZK77HXZK,919.1725201
NKCE4TV42BHDP63U,3435.2808386142856
AIREDGGD9RJPZGYW,5572.636094685717
PCSEDAPMHR2HNHWP,8307.77203254286
PACE95FMAFXHZB5C,4519.154379585716
WATDG4KP445AV5XC,13521.759038585722
ACCE9EYRRNZYZUBG,472.7266469292856
ACCE8XZMAHNC8JVS,632.0786848135713
SHOED5DCSTQKZCGF,3636.669988999999
NKCE64Z4NGBHNAY7,3525.425143714284
PBXE8WQTZ5GA2YYQ,739.611379671429
MUGEGZUMGYAPVSZH,4465.341394199999
PBXE4RB3Y3GXWPFV,718.4910078407145
PCSE2ZFDJJGFNHC7,701.2186275771425
CRTECN2QT5HKHZ8F,4878.520770185716
MUGEACY8Q7ZYSTN8,1496.4775175142856
ACCEGG9VGRMQGHRD,7309.1718685999995
PCSE76X48PVSDDVK,1075.492037142857
PBXE6677X2D6UFZZ,5740.961319114286
WCKEGGGD2TXHHTJC,302.011196807143
