Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3262.8387162462295
ACCEGCATKHNRXUHW,1956.1128463564237
NKCE6GJ5XVJDXNNZ,11751.103380566108
NKCEB8BK3ZXDHDHM,9326.839447388968
TOPEFDXSAHRNPF94,5531.093521017427
ACCE558KZHEPZYMG,9326.008915658904
ACCEAZCVAMFHDPY7,5215.905126719634
NKCDYNY37JPBGBVM,2585.4803768876886
NKCEY8KWY33FCUYD,7666.199578783692
RNGE4YPTQYRECV9J,4381.20860998216
NKCE88AHBHJZREXH,3869.533248489516
CLTEJ5ZZGBP4JGGE,7936.400664274281
WATE3NWH5FZWAMDA,8262.712592039848
CAGE53FSFZVFPFHQ,1608.2531156246448
PCSEAKVBFFPGCHNZ,3844.4647943186974
WATDFFH3KJYBTYGG,7160.8530290289855
NKCDWHFQSCHHYZMP,2742.9801389305812
RNGEB2PG3Q5RKDW6,3370.389393491604
NKCE5UY9HHPZGGUZ,4426.632603280661
KTAEHETW3ZCMFMJR,4157.277320466617
BRAEBBYRVF9MHJHU,7775.563091086224
NKCEAX7HAQ2RJA3Q,10173.563843979699
CRTECN2RQZWBSP9W,4997.053392145389
WATDEWZ9UHSEHGZG,9242.175118952742
PTPEYW8HNV6G9YYR,2840.5706913767312
ACCEAMGZRRYVAHDC,5001.503534763701
SRTEHHXG8MUXTGPA,5934.82906611791
SKIE4S4NN4MHYM3Z,5133.333176765006
HMBE7G34YHWPWKYN,7097.659257976051
LLIEGTMFJBD7ZZZM,13841.75356428347
ACCEJGH6JVTM4CBH,839.4305064791488
ACCDQDYBXJ9HZF37,10079.714357976722
RNGE88FRGZCXNKUG,644.3456076822487
NKCE7M3QNNPZDXHQ,10393.069638498191
VLBEGFFDP9H6WG2T,3371.6850953872968
TOPEAFG4YEQSH5TT,2451.5608271868973
WATEYAP3K2QQQWDH,5161.302633795423
PCSEBDFUFJWGARNX,10669.44104933574
SWTEGXQFZY95SKG7,4849.168984624281
BRAEGJFXSM9ZQ6SK,7113.511688890348
CAGE6FYKP34GA4GF,7420.946326699516
HMBEJCMH78VJF3M8,4387.3642377906335
HIFEB7J3GSTVN5XJ,10540.33460818401
PBXE6ZHNGZREWWHR,4699.466950828521
PCSEAKVBNXFGZBKB,6797.168457828246
BRAEBBMQQNZ9RZWR,5800.8739735125655
ACCEGKFCXHZZH44S,741.3623383627191
SHODXQRRGKZ74U9M,4304.592141723283
DREE2Y6DVEKVVQQS,4494.762306700559
PBXE8ZHHG5Y525BT,6888.284455230827
CTTEH9FXZHGFKUA3,7942.098545288986
ACCDXFZXGQTBTM6N,3574.611338199854
NKCE9PFF3TT4KSQJ,7931.532281202275
BRAE6NZAZK77HXZK,935.6916585763154
NKCE4TV42BHDP63U,3422.9349922964157
AIREDGGD9RJPZGYW,5575.800429710216
PCSEDAPMHR2HNHWP,8298.309545221333
PACE95FMAFXHZB5C,4510.155087683265
WATDG4KP445AV5XC,13525.463810141597
